idx,sentence,label,fp32_pred,int8_pred,fp32_correct,int8_correct,flipped,fp32_logit_0,fp32_logit_1,int8_logit_0,int8_logit_1,fp32_margin,int8_margin,abs_logit0_diff,abs_logit1_diff
11,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,0,True,True,False,2.028397798538208,-1.9660032987594604,1.2081844806671143,-1.1308125257492065,3.9944010972976685,2.338997006416321,0.8202133178710938,0.8351907730102539
12,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,0,0,0,True,True,False,2.07887864112854,-2.018294334411621,1.9753302335739136,-1.9276268482208252,4.097172975540161,3.9029570817947388,0.10354840755462646,0.0906674861907959
13,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",1,0,0,False,False,False,0.6432931423187256,-0.4363907277584076,0.13740752637386322,0.013844677247107029,1.0796838700771332,0.12356284912675619,0.5058856159448624,0.4502354050055146
14,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,0,0,0,True,True,False,2.0558345317840576,-2.012876510620117,1.550492763519287,-1.5073662996292114,4.068711042404175,3.0578590631484985,0.5053417682647705,0.5055102109909058
15,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",1,1,1,True,True,False,-2.4212427139282227,2.4964213371276855,-2.222327470779419,2.2304627895355225,4.917664051055908,4.452790260314941,0.1989152431488037,0.2659585475921631
16,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,1,1,1,True,True,False,-1.0794320106506348,1.1465206146240234,-0.8449404239654541,0.8692106008529663,2.225952625274658,1.7141510248184204,0.23449158668518066,0.27731001377105713
17,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1,1,1,True,True,False,-1.8879557847976685,1.9397976398468018,-1.3158715963363647,1.386193037033081,3.82775342464447,2.702064633369446,0.5720841884613037,0.5536046028137207
18,... the movie is just a plain old monster . ,0,0,0,True,True,False,2.0624725818634033,-2.0522215366363525,1.8987866640090942,-1.8481769561767578,4.114694118499756,3.746963620185852,0.16368591785430908,0.20404458045959473
19,"in its best moments , resembles a bad high school production of grease , without benefit of song . ",0,0,0,True,True,False,1.8817743062973022,-1.8194103240966797,1.3414803743362427,-1.2004988193511963,3.701184630393982,2.541979193687439,0.5402939319610596,0.6189115047454834
20,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0,0,0,True,True,False,1.3631374835968018,-1.1777856349945068,0.6147465705871582,-0.4274721145629883,2.5409231185913086,1.0422186851501465,0.7483909130096436,0.7503135204315186
21,the iditarod lasts for days - this just felt like it did . ,0,0,0,True,True,False,1.3694512844085693,-1.2028597593307495,0.7467191219329834,-0.499349445104599,2.572311043739319,1.2460685670375824,0.6227321624755859,0.7035103142261505
22,holden caulfield did it better . ,0,1,1,False,False,False,-0.21358433365821838,0.36612534523010254,-0.490744411945343,0.5936755537986755,0.5797096788883209,1.0844199657440186,0.27716007828712463,0.227550208568573
23,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",1,1,1,True,True,False,-2.3515141010284424,2.4456381797790527,-2.1967480182647705,2.2627596855163574,4.797152280807495,4.459507703781128,0.15476608276367188,0.1828784942626953
24,seldom has a movie so closely matched the spirit of a man and his work . ,1,0,0,False,False,False,0.372623473405838,-0.29360857605934143,0.12746182084083557,0.008370064198970795,0.6662320494651794,0.11909175664186478,0.24516165256500244,0.3019786402583122
25,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",0,0,0,True,True,False,1.383277177810669,-1.1229405403137207,1.2655515670776367,-1.042372465133667,2.5062177181243896,2.3079240322113037,0.11772561073303223,0.08056807518005371
26,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",0,0,0,True,True,False,1.8528881072998047,-1.7319064140319824,1.2032417058944702,-0.9734113812446594,3.584794521331787,2.1766530871391296,0.6496464014053345,0.758495032787323
27,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,1,1,1,True,True,False,-1.8485742807388306,1.8787875175476074,-1.2749333381652832,1.2986458539962769,3.727361798286438,2.57357919216156,0.5736409425735474,0.5801416635513306
28,"it 's a cookie-cutter movie , a cut-and-paste job . ",0,0,0,True,True,False,1.4125134944915771,-1.3273842334747314,0.9534317851066589,-0.823360025882721,2.7398977279663086,1.7767918109893799,0.4590817093849182,0.5040242075920105
29,i had to look away - this was god awful . ,0,0,0,True,True,False,1.951061725616455,-1.9521605968475342,1.9223623275756836,-1.9030742645263672,3.9032223224639893,3.825436592102051,0.028699398040771484,0.04908633232116699
30,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1,1,1,True,True,False,-2.2330639362335205,2.3135688304901123,-1.6452038288116455,1.6872392892837524,4.546632766723633,3.332443118095398,0.587860107421875,0.6263295412063599
31,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,0,0,True,True,False,0.9170724153518677,-0.7269423604011536,0.6018905639648438,-0.3862225413322449,1.6440147757530212,0.9881131052970886,0.3151818513870239,0.3407198190689087
32,"a gorgeous , witty , seductive movie . ",1,1,1,True,True,False,-2.408271074295044,2.5548431873321533,-2.3343348503112793,2.508918523788452,4.963114261627197,4.8432533740997314,0.07393622398376465,0.04592466354370117
33,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,0,0,True,True,False,1.053497314453125,-1.0202488899230957,0.977126955986023,-0.9131285548210144,2.0737462043762207,1.8902555108070374,0.07637035846710205,0.1071203351020813
34,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0,0,0,True,True,False,2.144482135772705,-2.104356288909912,1.861389398574829,-1.7188575267791748,4.248838424682617,3.580246925354004,0.283092737197876,0.3854987621307373
35,a sequence of ridiculous shoot - 'em - up scenes . ,0,0,0,True,True,False,2.093562126159668,-2.025160312652588,2.0515501499176025,-2.0079243183135986,4.118722438812256,4.059474468231201,0.04201197624206543,0.017235994338989258
36,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",1,1,1,True,True,False,-1.1358269453048706,1.2390931844711304,-0.8842748403549194,0.9419179558753967,2.374920129776001,1.8261927962303162,0.25155210494995117,0.29717522859573364
37,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",0,0,0,True,True,False,0.8923265933990479,-0.7391448616981506,0.11651233583688736,-0.0942617878317833,1.6314714550971985,0.21077412366867065,0.7758142575621605,0.6448830738663673
38,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",1,1,1,True,True,False,-2.105689525604248,2.2048330307006836,-2.0101141929626465,2.1330103874206543,4.310522556304932,4.143124580383301,0.09557533264160156,0.0718226432800293
39,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,1,1,True,True,False,-1.9306539297103882,2.0201995372772217,-1.123085379600525,1.137442946434021,3.95085346698761,2.260528326034546,0.8075685501098633,0.8827565908432007
40,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1,1,1,True,True,False,-2.3586132526397705,2.5140981674194336,-2.182413339614868,2.3783881664276123,4.872711420059204,4.5608015060424805,0.17619991302490234,0.1357100009918213
41,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",1,1,1,True,True,False,-1.814988613128662,1.8541901111602783,-1.6964421272277832,1.7400156259536743,3.6691787242889404,3.4364577531814575,0.1185464859008789,0.114174485206604
42,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,1,1,1,True,True,False,-1.131698489189148,1.211502194404602,-0.5714018940925598,0.5620933175086975,2.34320068359375,1.1334952116012573,0.5602965950965881,0.6494088768959045
43,holm ... embodies the character with an effortlessly regal charisma . ,1,1,1,True,True,False,-2.2098758220672607,2.2590112686157227,-2.1767163276672363,2.232835292816162,4.468887090682983,4.409551620483398,0.033159494400024414,0.026175975799560547
44,"the title not only describes its main characters , but the lazy people behind the camera as well . ",0,0,0,True,True,False,1.7787026166915894,-1.6689437627792358,1.226237177848816,-1.0933772325515747,3.447646379470825,2.3196144104003906,0.5524654388427734,0.5755665302276611
45,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,True,False,True,0.24494268000125885,-0.12677517533302307,0.014581229537725449,0.07744848728179932,0.3717178553342819,0.06286725774407387,0.2303614504635334,0.2042236626148224
46,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0,0,0,True,True,False,0.3344251811504364,-0.20855781435966492,0.4458932876586914,-0.27445608377456665,0.5429829955101013,0.7203493714332581,0.111468106508255,0.06589826941490173
47,a subtle and well-crafted ( for the most part ) chiller . ,1,1,1,True,True,False,-2.401397466659546,2.5356762409210205,-2.205045223236084,2.365983486175537,4.937073707580566,4.571028709411621,0.19635224342346191,0.1696927547454834
48,has a lot of the virtues of eastwood at his best . ,1,1,1,True,True,False,-1.9039607048034668,2.044588327407837,-1.7467095851898193,1.8298590183258057,3.9485490322113037,3.576568603515625,0.15725111961364746,0.21472930908203125
49,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,0,0,True,True,False,1.876551628112793,-1.780439853668213,1.5455574989318848,-1.432016134262085,3.656991481781006,2.9775736331939697,0.3309941291809082,0.34842371940612793
50,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",0,1,0,False,True,True,-0.7081598043441772,0.6910664439201355,0.07782060652971268,-0.054923415184020996,1.3992262482643127,0.13274402171373367,0.7859804108738899,0.7459898591041565
51,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",1,1,1,True,True,False,-2.199289083480835,2.2566986083984375,-1.7562199831008911,1.836262583732605,4.4559876918792725,3.592482566833496,0.44306910037994385,0.4204360246658325
52,"mr. tsai is a very original artist in his medium , and what time is it there ? ",1,1,1,True,True,False,-1.4147865772247314,1.4114162921905518,-0.7986209988594055,0.8239890336990356,2.826202869415283,1.6226100325584412,0.6161655783653259,0.5874272584915161
53,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,1,1,1,True,True,False,-1.7354679107666016,1.784835934638977,-0.7807233333587646,0.7883414626121521,3.5203038454055786,1.5690647959709167,0.9547445774078369,0.996494472026825
54,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,0,True,True,False,1.5902866125106812,-1.452520489692688,1.3463283777236938,-1.1237211227416992,3.042807102203369,2.470049500465393,0.2439582347869873,0.32879936695098877
55,"a tender , heartfelt family drama . ",1,1,1,True,True,False,-2.3147871494293213,2.531852960586548,-2.2512760162353516,2.520155668258667,4.846640110015869,4.7714316844940186,0.06351113319396973,0.01169729232788086
56,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,0,True,True,False,2.083545684814453,-2.016498327255249,2.0086464881896973,-1.9276798963546753,4.100044012069702,3.9363263845443726,0.07489919662475586,0.08881843090057373
57,the cold turkey would 've been a far better title . ,0,0,0,True,True,False,0.9923443794250488,-0.817594587802887,0.5840951800346375,-0.47606515884399414,1.8099389672279358,1.0601603388786316,0.4082491993904114,0.3415294289588928
58,manages to be both repulsively sadistic and mundane . ,0,0,0,True,True,False,1.7129902839660645,-1.6188757419586182,1.8519867658615112,-1.767113208770752,3.3318660259246826,3.619099974632263,0.13899648189544678,0.1482374668121338
59,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,0,True,True,False,1.035931944847107,-0.9854883551597595,1.1176302433013916,-0.9811921119689941,2.0214203000068665,2.0988223552703857,0.08169829845428467,0.004296243190765381
60,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,1,1,True,True,False,-2.294856309890747,2.3935978412628174,-2.0235607624053955,2.1373329162597656,4.6884541511535645,4.160893678665161,0.27129554748535156,0.25626492500305176
61,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,0,True,True,False,1.3170241117477417,-1.1869597434997559,0.6134524941444397,-0.5216361284255981,2.5039838552474976,1.1350886225700378,0.703571617603302,0.6653236150741577
62,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,0,0,False,False,False,0.8052658438682556,-0.6678963899612427,0.1860874593257904,-0.13744735717773438,1.4731622338294983,0.3235348165035248,0.6191783845424652,0.5304490327835083
63,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,1,1,True,True,False,-1.908939242362976,1.9447698593139648,-1.4787718057632446,1.5018590688705444,3.853709101676941,2.980630874633789,0.43016743659973145,0.4429107904434204
64,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,0,0,True,True,False,0.3668577969074249,-0.21569669246673584,0.16993410885334015,-0.06831234693527222,0.5825544893741608,0.23824645578861237,0.19692368805408478,0.14738434553146362
65,you wonder why enough was n't just a music video rather than a full-length movie . ,0,0,0,True,True,False,0.6525924205780029,-0.5053386092185974,0.16552479565143585,-0.0643603727221489,1.1579310297966003,0.22988516837358475,0.4870676249265671,0.4409782364964485
66,"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,1,1,True,True,False,-0.3230544626712799,0.32236233353614807,-0.24930314719676971,0.27422311902046204,0.645416796207428,0.5235262662172318,0.07375131547451019,0.048139214515686035
67,"a fast , funny , highly enjoyable movie . ",1,1,1,True,True,False,-2.4579851627349854,2.5819056034088135,-2.367854118347168,2.5382368564605713,5.039890766143799,4.906090974807739,0.09013104438781738,0.04366874694824219
68,good old-fashioned slash-and-hack is back ! ,1,1,0,True,False,True,-0.5221753716468811,0.4968777596950531,0.24803122878074646,-0.23483958840370178,1.0190531313419342,0.48287081718444824,0.7702066004276276,0.7317173480987549
69,"this one is definitely one to skip , even for horror movie fanatics . ",0,0,0,True,True,False,0.8805892467498779,-0.6876052618026733,1.1315486431121826,-0.8797327876091003,1.5681945085525513,2.011281430721283,0.2509593963623047,0.192127525806427
70,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,0,0,True,True,False,0.33729979395866394,-0.2860172986984253,0.6408056020736694,-0.537529468536377,0.6233170926570892,1.1783350706100464,0.3035058081150055,0.25151216983795166
71,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,1,1,True,True,False,-2.3516831398010254,2.439382791519165,-2.025869846343994,2.066572666168213,4.79106593132019,4.092442512512207,0.32581329345703125,0.37281012535095215
72,uses high comedy to evoke surprising poignance . ,1,1,1,True,True,False,-2.0132534503936768,2.0331180095672607,-1.759292483329773,1.8247253894805908,4.0463714599609375,3.5840178728103638,0.2539609670639038,0.20839262008666992
73,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,0,0,False,False,False,0.5618249177932739,-0.3590521812438965,0.6156101822853088,-0.34995943307876587,0.9208770990371704,0.9655696153640747,0.05378526449203491,0.009092748165130615
74,a string of rehashed sight gags based in insipid vulgarity . ,0,0,0,True,True,False,2.015439033508301,-1.9242082834243774,1.9728386402130127,-1.8639354705810547,3.9396473169326782,3.8367741107940674,0.042600393295288086,0.060272812843322754
75,among the year 's most intriguing explorations of alientation . ,1,1,1,True,True,False,-2.162532091140747,2.305354595184326,-2.0412628650665283,2.210214138031006,4.467886686325073,4.251477003097534,0.12126922607421875,0.09514045715332031
76,the movie fails to live up to the sum of its parts . ,0,0,0,True,True,False,2.074483633041382,-2.0147600173950195,1.8439052104949951,-1.6689337491989136,4.089243650436401,3.5128389596939087,0.23057842254638672,0.34582626819610596
77,the son 's room is a triumph of gentility that earns its moments of pathos . ,1,1,1,True,True,False,-1.565305233001709,1.6554651260375977,-1.1602193117141724,1.2702423334121704,3.2207703590393066,2.4304616451263428,0.4050859212875366,0.38522279262542725
78,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,1,True,True,False,-2.129345178604126,2.147207736968994,-1.447304606437683,1.387886643409729,4.27655291557312,2.835191249847412,0.6820405721664429,0.7593210935592651
79,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,0,True,True,False,1.7069200277328491,-1.6610952615737915,1.3132407665252686,-1.2235655784606934,3.3680152893066406,2.536806344985962,0.39367926120758057,0.43752968311309814
80,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,1,1,True,True,False,-2.04679799079895,2.1223039627075195,-1.179943323135376,1.2467316389083862,4.16910195350647,2.426674962043762,0.8668546676635742,0.8755723237991333
81,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,0,0,True,True,False,1.6641666889190674,-1.4935804605484009,0.8783997297286987,-0.7322953343391418,3.1577471494674683,1.6106950640678406,0.7857669591903687,0.761285126209259
82,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,0,True,True,False,0.8100993633270264,-0.6642306447029114,0.7292135953903198,-0.515140950679779,1.4743300080299377,1.2443545460700989,0.08088576793670654,0.14908969402313232
83,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,0,0,False,False,False,1.5787972211837769,-1.3729768991470337,0.9277489185333252,-0.6626940965652466,2.9517741203308105,1.5904430150985718,0.6510483026504517,0.7102828025817871
84,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,1,1,True,True,False,-2.0427956581115723,2.0828778743743896,-1.4679958820343018,1.5333067178726196,4.125673532485962,3.0013025999069214,0.5747997760772705,0.54957115650177
85,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,1,True,True,False,-1.6302931308746338,1.6240589618682861,-1.021894931793213,1.0206185579299927,3.25435209274292,2.0425134897232056,0.6083981990814209,0.6034404039382935
86,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,0,0,True,True,False,1.8264250755310059,-1.708858609199524,1.5194768905639648,-1.399287462234497,3.53528368473053,2.918764352798462,0.306948184967041,0.30957114696502686
87,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,1,1,True,True,False,-0.7077301144599915,0.6897876262664795,-0.35141661763191223,0.35016128420829773,1.397517740726471,0.70157790184021,0.3563134968280792,0.33962634205818176
88,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,1,True,True,False,-0.8238934874534607,0.9152937531471252,-0.3676432967185974,0.4226277470588684,1.739187240600586,0.7902710437774658,0.4562501907348633,0.49266600608825684
89,"we know the plot 's a little crazy , but it held my interest from start to finish . ",1,1,1,True,True,False,-0.8514823913574219,0.8331259489059448,-0.26823070645332336,0.28916293382644653,1.6846083402633667,0.5573936402797699,0.5832516849040985,0.5439630150794983
90,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,1,1,True,True,False,-2.3093156814575195,2.3683090209960938,-1.90290105342865,1.898811936378479,4.677624702453613,3.801712989807129,0.40641462802886963,0.46949708461761475
91,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,1,True,True,False,-2.434403896331787,2.5237793922424316,-2.2145426273345947,2.302780866622925,4.958183288574219,4.5173234939575195,0.21986126899719238,0.22099852561950684
92,"you wo n't like roger , but you will quickly recognize him . ",0,1,1,False,False,False,-0.5985828042030334,0.4514177143573761,-0.5410529971122742,0.44591060280799866,1.0500005185604095,0.9869635999202728,0.05752980709075928,0.005507111549377441
93,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,1,0,0,False,False,False,0.7124058604240417,-0.7579259276390076,1.2959415912628174,-1.3037333488464355,1.4703317880630493,2.599674940109253,0.5835357308387756,0.545807421207428
94,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,1,1,True,True,False,-1.4284296035766602,1.4973576068878174,-0.7977782487869263,0.8092043995857239,2.9257872104644775,1.6069826483726501,0.6306513547897339,0.6881532073020935
95,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0,1,1,False,False,False,-0.9080434441566467,0.944284975528717,-0.4288734793663025,0.45121657848358154,1.8523284196853638,0.880090057849884,0.47916996479034424,0.4930683970451355
96,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,0,0,True,True,False,0.15133769810199738,-0.1596968173980713,0.04144660010933876,-0.050124794244766235,0.31103451550006866,0.091571394354105,0.10989109799265862,0.10957202315330505
97,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,1,0,True,False,True,-0.9129350781440735,1.0002702474594116,0.1910574585199356,-0.00867300946265459,1.913205325603485,0.1997304679825902,1.103992536664009,1.0089432569220662
98,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,0,True,True,False,2.1033520698547363,-2.079526662826538,1.6850641965866089,-1.6247942447662354,4.182878732681274,3.3098584413528442,0.41828787326812744,0.45473241806030273
99,why make a documentary about these marginal historical figures ? ,0,0,0,True,True,False,1.8071823120117188,-1.7653475999832153,1.8711962699890137,-1.850044846534729,3.572529911994934,3.7212411165237427,0.06401395797729492,0.08469724655151367
100,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1,1,1,True,True,False,-2.2615296840667725,2.340226173400879,-1.8716161251068115,1.9332842826843262,4.601755857467651,3.8049004077911377,0.38991355895996094,0.40694189071655273
101,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",0,0,1,True,False,True,0.44979867339134216,-0.34516212344169617,0.03172518312931061,0.06017400696873665,0.7949607968330383,0.02844882383942604,0.41807349026203156,0.4053361304104328
102,"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",1,1,1,True,True,False,-0.9705864191055298,0.962338387966156,-0.7244573831558228,0.760802686214447,1.9329248070716858,1.4852600693702698,0.24612903594970703,0.20153570175170898
103,"a gripping movie , played with performances that are all understated and touching . ",1,1,1,True,True,False,-2.2858285903930664,2.3890721797943115,-2.212153196334839,2.360891819000244,4.674900770187378,4.573045015335083,0.07367539405822754,0.028180360794067383
104,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",1,1,1,True,True,False,-0.3197503089904785,0.43908223509788513,-0.45474380254745483,0.4764094054698944,0.7588325440883636,0.9311532080173492,0.13499349355697632,0.03732717037200928
105,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",0,0,0,True,True,False,1.0651395320892334,-0.8832470178604126,0.911392331123352,-0.6466882228851318,1.948386549949646,1.5580805540084839,0.15374720096588135,0.23655879497528076
106,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,1,0,0,False,False,False,0.2462320476770401,-0.2504674196243286,0.31715595722198486,-0.22660072147846222,0.4966994673013687,0.5437566787004471,0.07092390954494476,0.023866698145866394
107,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0,1,1,False,False,False,-1.3077930212020874,1.4090197086334229,-0.47526416182518005,0.4882301390171051,2.7168127298355103,0.9634943008422852,0.8325288593769073,0.9207895696163177
108,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",0,0,0,True,True,False,0.7903586626052856,-0.6687027812004089,0.43592843413352966,-0.33741945028305054,1.4590614438056946,0.7733478844165802,0.354430228471756,0.3312833309173584
109,it 's great escapist fun that recreates a place and time that will never happen again . ,1,1,1,True,True,False,-2.112637519836426,2.2193002700805664,-1.3184670209884644,1.397464394569397,4.331937789916992,2.7159314155578613,0.7941704988479614,0.8218358755111694
110,"scores no points for originality , wit , or intelligence . ",0,0,0,True,True,False,1.9800676107406616,-1.922622561454773,1.2138292789459229,-1.1189320087432861,3.9026901721954346,2.332761287689209,0.7662383317947388,0.8036905527114868
111,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",0,0,0,True,True,False,0.5613147616386414,-0.43553006649017334,0.23970872163772583,-0.1576252281665802,0.9968448281288147,0.39733394980430603,0.3216060400009155,0.27790483832359314
112,hilariously inept and ridiculous . ,1,0,0,False,False,False,1.9303964376449585,-1.840445876121521,1.8618525266647339,-1.8090397119522095,3.7708423137664795,3.6708922386169434,0.06854391098022461,0.03140616416931152
